                                                                                                                                                                    
{'loss': 2.7772, 'grad_norm': 0.48031294345855713, 'learning_rate': 2e-05, 'epoch': 0.01}
{'loss': 0.5922, 'grad_norm': 1.8277666568756104, 'learning_rate': 1.469387755102041e-05, 'epoch': 6.31}
{'loss': 0.4849, 'grad_norm': 1.8954583406448364, 'learning_rate': 1.4285714285714285e-05, 'epoch': 6.33}
{'loss': 0.5513, 'grad_norm': 1.7268158197402954, 'learning_rate': 1.3877551020408165e-05, 'epoch': 6.34}
{'loss': 0.479, 'grad_norm': 1.7956938743591309, 'learning_rate': 1.3469387755102042e-05, 'epoch': 6.35}
{'loss': 0.5284, 'grad_norm': 1.8384865522384644, 'learning_rate': 1.306122448979592e-05, 'epoch': 6.37}
{'loss': 0.4635, 'grad_norm': 1.8015025854110718, 'learning_rate': 1.2653061224489795e-05, 'epoch': 6.38}
{'loss': 0.4209, 'grad_norm': 1.8105970621109009, 'learning_rate': 1.2244897959183674e-05, 'epoch': 6.39}
{'loss': 0.4429, 'grad_norm': 1.7471137046813965, 'learning_rate': 1.1836734693877552e-05, 'epoch': 6.41}
{'loss': 0.3982, 'grad_norm': 1.7901135683059692, 'learning_rate': 1.1428571428571429e-05, 'epoch': 6.42}
{'loss': 0.5293, 'grad_norm': 2.24303936958313, 'learning_rate': 1.1020408163265306e-05, 'epoch': 6.44}
{'loss': 0.4764, 'grad_norm': 1.8435137271881104, 'learning_rate': 1.0612244897959184e-05, 'epoch': 6.45}
{'loss': 0.5041, 'grad_norm': 1.8551100492477417, 'learning_rate': 1.0204081632653061e-05, 'epoch': 6.46}
{'loss': 0.5583, 'grad_norm': 2.2081403732299805, 'learning_rate': 9.795918367346939e-06, 'epoch': 6.48}
{'loss': 0.5224, 'grad_norm': 2.0546112060546875, 'learning_rate': 9.387755102040816e-06, 'epoch': 6.49}
{'loss': 0.5433, 'grad_norm': 2.062108278274536, 'learning_rate': 8.979591836734694e-06, 'epoch': 6.5}
{'loss': 0.503, 'grad_norm': 1.8022242784500122, 'learning_rate': 8.571428571428573e-06, 'epoch': 6.52}
{'loss': 0.5328, 'grad_norm': 1.77394700050354, 'learning_rate': 8.163265306122448e-06, 'epoch': 6.53}
{'loss': 0.4627, 'grad_norm': 2.1693172454833984, 'learning_rate': 7.755102040816327e-06, 'epoch': 6.54}
{'loss': 0.5212, 'grad_norm': 1.9261218309402466, 'learning_rate': 7.346938775510205e-06, 'epoch': 6.56}
{'loss': 0.5219, 'grad_norm': 1.7251415252685547, 'learning_rate': 6.938775510204082e-06, 'epoch': 6.57}
{'loss': 0.6154, 'grad_norm': 2.024477243423462, 'learning_rate': 6.53061224489796e-06, 'epoch': 6.59}
{'loss': 0.5662, 'grad_norm': 1.8649954795837402, 'learning_rate': 6.122448979591837e-06, 'epoch': 6.6}
{'loss': 0.4325, 'grad_norm': 2.040762186050415, 'learning_rate': 5.7142857142857145e-06, 'epoch': 6.61}
{'loss': 0.592, 'grad_norm': 2.0096795558929443, 'learning_rate': 5.306122448979592e-06, 'epoch': 6.63}
{'loss': 0.5672, 'grad_norm': 2.0018422603607178, 'learning_rate': 4.897959183673469e-06, 'epoch': 6.64}
{'loss': 0.5217, 'grad_norm': 1.6675982475280762, 'learning_rate': 4.489795918367347e-06, 'epoch': 6.65}
{'loss': 0.4277, 'grad_norm': 2.1847341060638428, 'learning_rate': 4.081632653061224e-06, 'epoch': 6.67}
{'loss': 0.5338, 'grad_norm': 1.8762625455856323, 'learning_rate': 3.6734693877551024e-06, 'epoch': 6.68}
{'loss': 0.5601, 'grad_norm': 1.613959789276123, 'learning_rate': 3.26530612244898e-06, 'epoch': 6.69}
{'loss': 0.5167, 'grad_norm': 1.857583999633789, 'learning_rate': 2.8571428571428573e-06, 'epoch': 6.71}
{'loss': 0.5182, 'grad_norm': 2.032015562057495, 'learning_rate': 2.4489795918367347e-06, 'epoch': 6.72}
{'loss': 0.565, 'grad_norm': 2.0149362087249756, 'learning_rate': 2.040816326530612e-06, 'epoch': 6.73}
{'loss': 0.5648, 'grad_norm': 1.9702593088150024, 'learning_rate': 1.63265306122449e-06, 'epoch': 6.75}
{'loss': 0.5254, 'grad_norm': 1.9966285228729248, 'learning_rate': 1.2244897959183673e-06, 'epoch': 6.76}
{'loss': 0.4939, 'grad_norm': 1.9968223571777344, 'learning_rate': 8.16326530612245e-07, 'epoch': 6.78}
{'loss': 0.6088, 'grad_norm': 1.9747954607009888, 'learning_rate': 4.081632653061225e-07, 'epoch': 6.79}
{'loss': 0.4477, 'grad_norm': 1.837180733680725, 'learning_rate': 0.0, 'epoch': 6.8}
{'train_runtime': 7025.1649, 'train_samples_per_second': 0.569, 'train_steps_per_second': 0.071, 'train_loss': 1.3390326771736145, 'epoch': 6.8}
7025.1649 seconds used for training.
117.09 minutes used for training.
Peak reserved memory = 8.988 GB.
Peak reserved memory for training = 3.004 GB.
Peak reserved memory % of max memory = 61.862 %.
Peak reserved memory for training % of max memory = 20.676 %.
['<|begin_of_text|>Below is an instruction that describes a task, paired with '
 'an input that provides further context. \n'
 'Write a response that appropriately completes the request.\n'
 '\n'
 '### Instruction:\n'
 'Write post about the following topic: \n'
 '\n'
 '### Input:\n'
 'Планы на новый год в области Data Science\n'
 '\n'
 '### Response:\n'
 'Решил рассказать, как планирую новый год в DS. \n'
 '\n'
 '🥳 Титул Kaggle мастера подъхать нетворкингом не получится, значит придется '
 'рамсить и выигрывать на крупных соревнованиях. \n'
 '\n'
 '🤔 В этом году не хватило шейкапа на привате, значит сделаю акцент на '
 'американских чемпионатах. В планах участие в 3-4 крупных соревнования. \n'
 '\n'
 '🎯 Планирую с друзьями/коллегами по зп участовать']
