                                                                                                                                                                
{'loss': 2.3475, 'grad_norm': 0.8685447573661804, 'learning_rate': 1.4999999999999999e-05, 'epoch': 0.01}
{'loss': 0.0296, 'grad_norm': 0.038690026849508286, 'learning_rate': 0.00016346938775510202, 'epoch': 2.49}
{'loss': 0.0304, 'grad_norm': 0.03737836331129074, 'learning_rate': 0.00016316326530612242, 'epoch': 2.49}
{'loss': 0.0323, 'grad_norm': 0.04584580659866333, 'learning_rate': 0.00016285714285714284, 'epoch': 2.5}
{'loss': 0.0293, 'grad_norm': 0.03662221133708954, 'learning_rate': 0.00016255102040816323, 'epoch': 2.5}
{'loss': 0.0271, 'grad_norm': 0.027704620733857155, 'learning_rate': 0.00016224489795918368, 'epoch': 2.51}
{'loss': 0.0298, 'grad_norm': 0.031783148646354675, 'learning_rate': 0.00016193877551020408, 'epoch': 2.51}
{'loss': 0.0304, 'grad_norm': 0.03769586607813835, 'learning_rate': 0.00016163265306122447, 'epoch': 2.52}
{'loss': 0.03, 'grad_norm': 0.04253919795155525, 'learning_rate': 0.0001613265306122449, 'epoch': 2.52}
{'loss': 0.0319, 'grad_norm': 0.039520058780908585, 'learning_rate': 0.00016102040816326528, 'epoch': 2.53}
{'loss': 0.0323, 'grad_norm': 0.0475873164832592, 'learning_rate': 0.0001607142857142857, 'epoch': 2.53}
{'loss': 0.0305, 'grad_norm': 0.0390738844871521, 'learning_rate': 0.0001604081632653061, 'epoch': 2.54}
{'loss': 0.0303, 'grad_norm': 0.029622212052345276, 'learning_rate': 0.0001601020408163265, 'epoch': 2.54}
{'loss': 0.0286, 'grad_norm': 0.03537755832076073, 'learning_rate': 0.00015979591836734692, 'epoch': 2.55}
{'loss': 0.0298, 'grad_norm': 0.035175640136003494, 'learning_rate': 0.00015948979591836734, 'epoch': 2.55}
{'loss': 0.0291, 'grad_norm': 0.033350348472595215, 'learning_rate': 0.00015918367346938776, 'epoch': 2.56}
{'loss': 0.0321, 'grad_norm': 0.045390982180833817, 'learning_rate': 0.00015887755102040815, 'epoch': 2.57}
{'loss': 0.0289, 'grad_norm': 0.03183646500110626, 'learning_rate': 0.00015857142857142857, 'epoch': 2.57}
{'loss': 0.0296, 'grad_norm': 0.03088449127972126, 'learning_rate': 0.00015826530612244897, 'epoch': 2.58}
{'loss': 0.0307, 'grad_norm': 0.036558423191308975, 'learning_rate': 0.00015795918367346936, 'epoch': 2.58}
{'loss': 0.0289, 'grad_norm': 0.03452310338616371, 'learning_rate': 0.00015765306122448978, 'epoch': 2.59}
{'loss': 0.0276, 'grad_norm': 0.0298760998994112, 'learning_rate': 0.00015734693877551018, 'epoch': 2.59}
{'loss': 0.0296, 'grad_norm': 0.036176811903715134, 'learning_rate': 0.00015704081632653057, 'epoch': 2.6}
{'loss': 0.0306, 'grad_norm': 0.04102523997426033, 'learning_rate': 0.00015673469387755102, 'epoch': 2.6}
{'loss': 0.0292, 'grad_norm': 0.03577049449086189, 'learning_rate': 0.0001564285714285714, 'epoch': 2.61}
{'loss': 0.0283, 'grad_norm': 0.031803879886865616, 'learning_rate': 0.00015612244897959183, 'epoch': 2.61}
{'loss': 0.0304, 'grad_norm': 0.03668639063835144, 'learning_rate': 0.00015581632653061223, 'epoch': 2.62}
{'loss': 0.0305, 'grad_norm': 0.03834516182541847, 'learning_rate': 0.00015551020408163265, 'epoch': 2.62}
{'loss': 0.0296, 'grad_norm': 0.031107222661376, 'learning_rate': 0.00015520408163265304, 'epoch': 2.63}
{'loss': 0.029, 'grad_norm': 0.036552269011735916, 'learning_rate': 0.00015489795918367344, 'epoch': 2.63}
{'loss': 0.0286, 'grad_norm': 0.03255694732069969, 'learning_rate': 0.00015459183673469386, 'epoch': 2.64}
{'loss': 0.0296, 'grad_norm': 0.0332145169377327, 'learning_rate': 0.00015428571428571425, 'epoch': 2.65}
{'loss': 0.0292, 'grad_norm': 0.03643384948372841, 'learning_rate': 0.0001539795918367347, 'epoch': 2.65}
{'loss': 0.0292, 'grad_norm': 0.032126691192388535, 'learning_rate': 0.0001536734693877551, 'epoch': 2.66}
{'loss': 0.0296, 'grad_norm': 0.03430331498384476, 'learning_rate': 0.00015336734693877552, 'epoch': 2.66}
{'loss': 0.0286, 'grad_norm': 0.041044216603040695, 'learning_rate': 0.0001530612244897959, 'epoch': 2.67}
{'loss': 0.0296, 'grad_norm': 0.04090915620326996, 'learning_rate': 0.0001527551020408163, 'epoch': 2.67}
{'loss': 0.0301, 'grad_norm': 0.03706078603863716, 'learning_rate': 0.00015244897959183673, 'epoch': 2.68}
{'loss': 0.0288, 'grad_norm': 0.032877366989851, 'learning_rate': 0.00015214285714285712, 'epoch': 2.68}
{'loss': 0.0292, 'grad_norm': 0.03320983424782753, 'learning_rate': 0.00015183673469387751, 'epoch': 2.69}
{'loss': 0.032, 'grad_norm': 0.04034320265054703, 'learning_rate': 0.00015153061224489794, 'epoch': 2.69}
{'loss': 0.0297, 'grad_norm': 0.03726816922426224, 'learning_rate': 0.00015122448979591836, 'epoch': 2.7}
{'loss': 0.0302, 'grad_norm': 0.0445328913629055, 'learning_rate': 0.00015091836734693878, 'epoch': 2.7}
{'loss': 0.031, 'grad_norm': 0.04481568560004234, 'learning_rate': 0.00015061224489795917, 'epoch': 2.71}
{'loss': 0.0313, 'grad_norm': 0.04060955345630646, 'learning_rate': 0.0001503061224489796, 'epoch': 2.71}
{'loss': 0.0297, 'grad_norm': 0.03727603703737259, 'learning_rate': 0.00015, 'epoch': 2.72}
{'loss': 0.031, 'grad_norm': 0.037398338317871094, 'learning_rate': 0.00014969387755102038, 'epoch': 2.73}
{'loss': 0.0291, 'grad_norm': 0.03893209248781204, 'learning_rate': 0.0001493877551020408, 'epoch': 2.73}
{'loss': 0.0304, 'grad_norm': 0.03349417448043823, 'learning_rate': 0.00014908163265306122, 'epoch': 2.74}
{'loss': 0.031, 'grad_norm': 0.037858299911022186, 'learning_rate': 0.00014877551020408162, 'epoch': 2.74}
{'loss': 0.0295, 'grad_norm': 0.03210155665874481, 'learning_rate': 0.00014846938775510204, 'epoch': 2.75}
{'loss': 0.0299, 'grad_norm': 0.0399409718811512, 'learning_rate': 0.00014816326530612243, 'epoch': 2.75}
{'loss': 0.0292, 'grad_norm': 0.03485139459371567, 'learning_rate': 0.00014785714285714285, 'epoch': 2.76}
{'loss': 0.0277, 'grad_norm': 0.02373223565518856, 'learning_rate': 0.00014755102040816325, 'epoch': 2.76}
{'loss': 0.0297, 'grad_norm': 0.0391518771648407, 'learning_rate': 0.00014724489795918367, 'epoch': 2.77}
{'loss': 0.0295, 'grad_norm': 0.02959717996418476, 'learning_rate': 0.00014693877551020406, 'epoch': 2.77}
{'loss': 0.0304, 'grad_norm': 0.035915110260248184, 'learning_rate': 0.00014663265306122446, 'epoch': 2.78}
{'loss': 0.0302, 'grad_norm': 0.03547011688351631, 'learning_rate': 0.00014632653061224488, 'epoch': 2.78}
{'loss': 0.0321, 'grad_norm': 0.041684314608573914, 'learning_rate': 0.0001460204081632653, 'epoch': 2.79}
{'loss': 0.0301, 'grad_norm': 0.031004594638943672, 'learning_rate': 0.0001457142857142857, 'epoch': 2.79}
{'loss': 0.0303, 'grad_norm': 0.028325306251645088, 'learning_rate': 0.00014540816326530611, 'epoch': 2.8}
{'loss': 0.0323, 'grad_norm': 0.03895990177989006, 'learning_rate': 0.00014510204081632654, 'epoch': 2.81}
{'loss': 0.0284, 'grad_norm': 0.03573773056268692, 'learning_rate': 0.00014479591836734693, 'epoch': 2.81}
{'loss': 0.0293, 'grad_norm': 0.03131287917494774, 'learning_rate': 0.00014448979591836732, 'epoch': 2.82}
{'loss': 0.0295, 'grad_norm': 0.03722022473812103, 'learning_rate': 0.00014418367346938775, 'epoch': 2.82}
{'loss': 0.0295, 'grad_norm': 0.03145695477724075, 'learning_rate': 0.00014387755102040814, 'epoch': 2.83}
{'loss': 0.029, 'grad_norm': 0.0407678447663784, 'learning_rate': 0.00014357142857142856, 'epoch': 2.83}
{'loss': 0.0282, 'grad_norm': 0.029285697266459465, 'learning_rate': 0.00014326530612244898, 'epoch': 2.84}
{'loss': 0.032, 'grad_norm': 0.03569497913122177, 'learning_rate': 0.00014295918367346938, 'epoch': 2.84}
{'loss': 0.0319, 'grad_norm': 0.046729229390621185, 'learning_rate': 0.00014265306122448977, 'epoch': 2.85}
{'loss': 0.0312, 'grad_norm': 0.03294925019145012, 'learning_rate': 0.0001423469387755102, 'epoch': 2.85}
{'loss': 0.0294, 'grad_norm': 0.034311674535274506, 'learning_rate': 0.0001420408163265306, 'epoch': 2.86}
{'loss': 0.0305, 'grad_norm': 0.04107503592967987, 'learning_rate': 0.000141734693877551, 'epoch': 2.86}
{'loss': 0.03, 'grad_norm': 0.037124380469322205, 'learning_rate': 0.0001414285714285714, 'epoch': 2.87}
{'loss': 0.03, 'grad_norm': 0.032852306962013245, 'learning_rate': 0.00014112244897959182, 'epoch': 2.87}
{'loss': 0.0299, 'grad_norm': 0.03859928250312805, 'learning_rate': 0.00014081632653061224, 'epoch': 2.88}
{'loss': 0.0304, 'grad_norm': 0.036820970475673676, 'learning_rate': 0.00014051020408163264, 'epoch': 2.89}
{'loss': 0.0289, 'grad_norm': 0.04499346762895584, 'learning_rate': 0.00014020408163265306, 'epoch': 2.89}
{'loss': 0.0312, 'grad_norm': 0.037804845720529556, 'learning_rate': 0.00013989795918367345, 'epoch': 2.9}
{'loss': 0.0303, 'grad_norm': 0.039677027612924576, 'learning_rate': 0.00013959183673469385, 'epoch': 2.9}
{'loss': 0.0298, 'grad_norm': 0.034037403762340546, 'learning_rate': 0.00013928571428571427, 'epoch': 2.91}
{'loss': 0.0289, 'grad_norm': 0.03628149628639221, 'learning_rate': 0.0001389795918367347, 'epoch': 2.91}
{'loss': 0.0306, 'grad_norm': 0.04582308977842331, 'learning_rate': 0.00013867346938775508, 'epoch': 2.92}
{'loss': 0.0299, 'grad_norm': 0.03538448363542557, 'learning_rate': 0.0001383673469387755, 'epoch': 2.92}
{'loss': 0.0296, 'grad_norm': 0.03989368677139282, 'learning_rate': 0.00013806122448979593, 'epoch': 2.93}
{'loss': 0.029, 'grad_norm': 0.031649719923734665, 'learning_rate': 0.00013775510204081632, 'epoch': 2.93}
{'loss': 0.0294, 'grad_norm': 0.0363454595208168, 'learning_rate': 0.0001374489795918367, 'epoch': 2.94}
{'loss': 0.0309, 'grad_norm': 0.04274061694741249, 'learning_rate': 0.00013714285714285713, 'epoch': 2.94}
{'loss': 0.0314, 'grad_norm': 0.04143669828772545, 'learning_rate': 0.00013683673469387753, 'epoch': 2.95}
{'loss': 0.0291, 'grad_norm': 0.0305025614798069, 'learning_rate': 0.00013653061224489795, 'epoch': 2.95}
{'loss': 0.029, 'grad_norm': 0.030605345964431763, 'learning_rate': 0.00013622448979591834, 'epoch': 2.96}
{'loss': 0.0293, 'grad_norm': 0.034343868494033813, 'learning_rate': 0.00013591836734693877, 'epoch': 2.97}
{'loss': 0.0313, 'grad_norm': 0.037757035344839096, 'learning_rate': 0.00013561224489795916, 'epoch': 2.97}
{'loss': 0.0295, 'grad_norm': 0.03529800474643707, 'learning_rate': 0.00013530612244897958, 'epoch': 2.98}
{'loss': 0.0297, 'grad_norm': 0.032982196658849716, 'learning_rate': 0.000135, 'epoch': 2.98}
{'loss': 0.0288, 'grad_norm': 0.03511674702167511, 'learning_rate': 0.0001346938775510204, 'epoch': 2.99}
{'loss': 0.0268, 'grad_norm': 0.029545653611421585, 'learning_rate': 0.0001343877551020408, 'epoch': 2.99}
{'loss': 0.0306, 'grad_norm': 0.05001569539308548, 'learning_rate': 0.0001340816326530612, 'epoch': 3.0}
{'loss': 0.0452, 'grad_norm': 0.04425671696662903, 'learning_rate': 0.00013377551020408163, 'epoch': 3.0}
{'loss': 0.0311, 'grad_norm': 0.047444745898246765, 'learning_rate': 0.00013346938775510203, 'epoch': 3.01}
{'loss': 0.0276, 'grad_norm': 0.03319151699542999, 'learning_rate': 0.00013316326530612245, 'epoch': 3.01}
{'loss': 0.0273, 'grad_norm': 0.031212709844112396, 'learning_rate': 0.00013285714285714284, 'epoch': 3.02}
{'loss': 0.0295, 'grad_norm': 0.02594621852040291, 'learning_rate': 0.00013255102040816326, 'epoch': 3.02}
{'loss': 0.0303, 'grad_norm': 0.03653530031442642, 'learning_rate': 0.00013224489795918366, 'epoch': 3.03}
{'loss': 0.03, 'grad_norm': 0.03555452451109886, 'learning_rate': 0.00013193877551020408, 'epoch': 3.03}
{'loss': 0.0299, 'grad_norm': 0.034308258444070816, 'learning_rate': 0.00013163265306122447, 'epoch': 3.04}
{'loss': 0.0285, 'grad_norm': 0.03404849022626877, 'learning_rate': 0.00013132653061224487, 'epoch': 3.05}
{'loss': 0.0291, 'grad_norm': 0.025905977934598923, 'learning_rate': 0.0001310204081632653, 'epoch': 3.05}
{'loss': 0.0293, 'grad_norm': 0.034568388015031815, 'learning_rate': 0.0001307142857142857, 'epoch': 3.06}
{'loss': 0.0297, 'grad_norm': 0.04501640051603317, 'learning_rate': 0.0001304081632653061, 'epoch': 3.06}
{'loss': 0.0313, 'grad_norm': 0.048458464443683624, 'learning_rate': 0.00013010204081632652, 'epoch': 3.07}
{'loss': 0.0331, 'grad_norm': 0.04878799617290497, 'learning_rate': 0.00012979591836734695, 'epoch': 3.07}
{'loss': 0.0325, 'grad_norm': 0.04630133509635925, 'learning_rate': 0.00012948979591836734, 'epoch': 3.08}
{'loss': 0.0303, 'grad_norm': 0.027213014662265778, 'learning_rate': 0.00012918367346938773, 'epoch': 3.08}
{'loss': 0.0308, 'grad_norm': 0.03728281334042549, 'learning_rate': 0.00012887755102040815, 'epoch': 3.09}
{'loss': 0.0296, 'grad_norm': 0.038942985236644745, 'learning_rate': 0.00012857142857142855, 'epoch': 3.09}
{'loss': 0.0289, 'grad_norm': 0.02691674418747425, 'learning_rate': 0.00012826530612244897, 'epoch': 3.1}
{'loss': 0.0276, 'grad_norm': 0.029013333842158318, 'learning_rate': 0.0001279591836734694, 'epoch': 3.1}
{'loss': 0.0292, 'grad_norm': 0.03188985958695412, 'learning_rate': 0.00012765306122448979, 'epoch': 3.11}
{'loss': 0.0289, 'grad_norm': 0.030170397832989693, 'learning_rate': 0.00012734693877551018, 'epoch': 3.11}
{'loss': 0.0278, 'grad_norm': 0.03056163154542446, 'learning_rate': 0.0001270408163265306, 'epoch': 3.12}
{'loss': 0.0302, 'grad_norm': 0.04118909686803818, 'learning_rate': 0.00012673469387755102, 'epoch': 3.13}
{'loss': 0.0271, 'grad_norm': 0.024917347356677055, 'learning_rate': 0.00012642857142857142, 'epoch': 3.13}
{'loss': 0.0273, 'grad_norm': 0.026490122079849243, 'learning_rate': 0.0001261224489795918, 'epoch': 3.14}
{'loss': 0.0295, 'grad_norm': 0.02784798853099346, 'learning_rate': 0.00012581632653061223, 'epoch': 3.14}
{'loss': 0.0314, 'grad_norm': 0.033699557185173035, 'learning_rate': 0.00012551020408163265, 'epoch': 3.15}
{'loss': 0.0284, 'grad_norm': 0.02912873961031437, 'learning_rate': 0.00012520408163265305, 'epoch': 3.15}
{'loss': 0.0309, 'grad_norm': 0.035399310290813446, 'learning_rate': 0.00012489795918367347, 'epoch': 3.16}
{'loss': 0.0308, 'grad_norm': 0.03839641809463501, 'learning_rate': 0.00012459183673469386, 'epoch': 3.16}
{'loss': 0.0303, 'grad_norm': 0.030728306621313095, 'learning_rate': 0.00012428571428571428, 'epoch': 3.17}
{'loss': 0.0279, 'grad_norm': 0.0321510024368763, 'learning_rate': 0.00012397959183673468, 'epoch': 3.17}
{'loss': 0.0305, 'grad_norm': 0.023969346657395363, 'learning_rate': 0.0001236734693877551, 'epoch': 3.18}
{'loss': 0.0301, 'grad_norm': 0.02761639468371868, 'learning_rate': 0.0001233673469387755, 'epoch': 3.18}
{'loss': 0.0299, 'grad_norm': 0.04253716766834259, 'learning_rate': 0.0001230612244897959, 'epoch': 3.19}
{'loss': 0.0306, 'grad_norm': 0.033523738384246826, 'learning_rate': 0.00012275510204081633, 'epoch': 3.19}
{'loss': 0.0306, 'grad_norm': 0.031238852068781853, 'learning_rate': 0.00012244897959183673, 'epoch': 3.2}
{'loss': 0.0298, 'grad_norm': 0.03214561939239502, 'learning_rate': 0.00012214285714285712, 'epoch': 3.21}
{'loss': 0.0295, 'grad_norm': 0.02887876145541668, 'learning_rate': 0.00012183673469387753, 'epoch': 3.21}
{'loss': 0.0291, 'grad_norm': 0.02990172989666462, 'learning_rate': 0.00012153061224489794, 'epoch': 3.22}
{'loss': 0.0282, 'grad_norm': 0.031823720782995224, 'learning_rate': 0.00012122448979591836, 'epoch': 3.22}
{'loss': 0.0314, 'grad_norm': 0.04247681424021721, 'learning_rate': 0.00012091836734693877, 'epoch': 3.23}
{'loss': 0.029, 'grad_norm': 0.04246294125914574, 'learning_rate': 0.00012061224489795917, 'epoch': 3.23}
{'loss': 0.0301, 'grad_norm': 0.03254268318414688, 'learning_rate': 0.00012030612244897957, 'epoch': 3.24}
{'loss': 0.0305, 'grad_norm': 0.031569454818964005, 'learning_rate': 0.00011999999999999999, 'epoch': 3.24}
{'loss': 0.0306, 'grad_norm': 0.03763183578848839, 'learning_rate': 0.0001196938775510204, 'epoch': 3.25}
{'loss': 0.0297, 'grad_norm': 0.031156295910477638, 'learning_rate': 0.0001193877551020408, 'epoch': 3.25}
{'loss': 0.0288, 'grad_norm': 0.03145043924450874, 'learning_rate': 0.00011908163265306121, 'epoch': 3.26}
{'loss': 0.0285, 'grad_norm': 0.03395610302686691, 'learning_rate': 0.00011877551020408162, 'epoch': 3.26}
{'loss': 0.0307, 'grad_norm': 0.038404013961553574, 'learning_rate': 0.00011846938775510204, 'epoch': 3.27}
{'loss': 0.0299, 'grad_norm': 0.031394440680742264, 'learning_rate': 0.00011816326530612244, 'epoch': 3.27}
{'loss': 0.0294, 'grad_norm': 0.03849194571375847, 'learning_rate': 0.00011785714285714284, 'epoch': 3.28}
{'loss': 0.0298, 'grad_norm': 0.03397737815976143, 'learning_rate': 0.00011755102040816325, 'epoch': 3.29}
{'loss': 0.0293, 'grad_norm': 0.036805618554353714, 'learning_rate': 0.00011724489795918367, 'epoch': 3.29}
{'loss': 0.0282, 'grad_norm': 0.03172865882515907, 'learning_rate': 0.00011693877551020408, 'epoch': 3.3}
{'loss': 0.0309, 'grad_norm': 0.03620552271604538, 'learning_rate': 0.00011663265306122447, 'epoch': 3.3}
{'loss': 0.0283, 'grad_norm': 0.03313102200627327, 'learning_rate': 0.00011632653061224488, 'epoch': 3.31}
{'loss': 0.0291, 'grad_norm': 0.03225661814212799, 'learning_rate': 0.00011602040816326529, 'epoch': 3.31}
{'loss': 0.03, 'grad_norm': 0.036346133798360825, 'learning_rate': 0.00011571428571428571, 'epoch': 3.32}
{'loss': 0.029, 'grad_norm': 0.031039679422974586, 'learning_rate': 0.00011540816326530612, 'epoch': 3.32}
{'loss': 0.0293, 'grad_norm': 0.03125059977173805, 'learning_rate': 0.00011510204081632651, 'epoch': 3.33}
{'loss': 0.0283, 'grad_norm': 0.032083649188280106, 'learning_rate': 0.00011479591836734692, 'epoch': 3.33}
{'loss': 0.0288, 'grad_norm': 0.03241165727376938, 'learning_rate': 0.00011448979591836734, 'epoch': 3.34}
{'loss': 0.0306, 'grad_norm': 0.037239059805870056, 'learning_rate': 0.00011418367346938775, 'epoch': 3.34}
{'loss': 0.0298, 'grad_norm': 0.028133993968367577, 'learning_rate': 0.00011387755102040816, 'epoch': 3.35}
{'loss': 0.0293, 'grad_norm': 0.042986392974853516, 'learning_rate': 0.00011357142857142856, 'epoch': 3.35}
{'loss': 0.0282, 'grad_norm': 0.034295227378606796, 'learning_rate': 0.00011326530612244896, 'epoch': 3.36}
{'loss': 0.0313, 'grad_norm': 0.042676400393247604, 'learning_rate': 0.00011295918367346938, 'epoch': 3.37}
{'loss': 0.0303, 'grad_norm': 0.032718367874622345, 'learning_rate': 0.00011265306122448979, 'epoch': 3.37}
{'loss': 0.0297, 'grad_norm': 0.032738521695137024, 'learning_rate': 0.0001123469387755102, 'epoch': 3.38}
{'loss': 0.0302, 'grad_norm': 0.033926744014024734, 'learning_rate': 0.0001120408163265306, 'epoch': 3.38}
{'loss': 0.0294, 'grad_norm': 0.025004399940371513, 'learning_rate': 0.00011173469387755102, 'epoch': 3.39}
{'loss': 0.029, 'grad_norm': 0.03855699300765991, 'learning_rate': 0.00011142857142857142, 'epoch': 3.39}
{'loss': 0.0284, 'grad_norm': 0.02918463759124279, 'learning_rate': 0.00011112244897959182, 'epoch': 3.4}
{'loss': 0.0297, 'grad_norm': 0.03476456180214882, 'learning_rate': 0.00011081632653061223, 'epoch': 3.4}
{'loss': 0.0297, 'grad_norm': 0.03577430173754692, 'learning_rate': 0.00011051020408163264, 'epoch': 3.41}
{'loss': 0.0289, 'grad_norm': 0.029223613440990448, 'learning_rate': 0.00011020408163265306, 'epoch': 3.41}
{'loss': 0.0292, 'grad_norm': 0.027283798903226852, 'learning_rate': 0.00010989795918367347, 'epoch': 3.42}
{'loss': 0.0303, 'grad_norm': 0.0336398184299469, 'learning_rate': 0.00010959183673469386, 'epoch': 3.42}
{'loss': 0.0289, 'grad_norm': 0.03294571489095688, 'learning_rate': 0.00010928571428571427, 'epoch': 3.43}
{'loss': 0.029, 'grad_norm': 0.03972798213362694, 'learning_rate': 0.00010897959183673469, 'epoch': 3.43}
{'loss': 0.0282, 'grad_norm': 0.03041854500770569, 'learning_rate': 0.0001086734693877551, 'epoch': 3.44}
{'loss': 0.0291, 'grad_norm': 0.027095556259155273, 'learning_rate': 0.00010836734693877551, 'epoch': 3.45}
{'loss': 0.0294, 'grad_norm': 0.03600779548287392, 'learning_rate': 0.0001080612244897959, 'epoch': 3.45}
{'loss': 0.0284, 'grad_norm': 0.03141172602772713, 'learning_rate': 0.00010775510204081631, 'epoch': 3.46}
{'loss': 0.0301, 'grad_norm': 0.03926604241132736, 'learning_rate': 0.00010744897959183673, 'epoch': 3.46}
{'loss': 0.0291, 'grad_norm': 0.029323991388082504, 'learning_rate': 0.00010714285714285714, 'epoch': 3.47}
{'loss': 0.0283, 'grad_norm': 0.03213660046458244, 'learning_rate': 0.00010683673469387754, 'epoch': 3.47}
{'loss': 0.03, 'grad_norm': 0.0342293307185173, 'learning_rate': 0.00010653061224489794, 'epoch': 3.48}
{'loss': 0.0302, 'grad_norm': 0.03601686283946037, 'learning_rate': 0.00010622448979591836, 'epoch': 3.48}
{'loss': 0.0302, 'grad_norm': 0.035744331777095795, 'learning_rate': 0.00010591836734693877, 'epoch': 3.49}
{'loss': 0.0293, 'grad_norm': 0.03507152572274208, 'learning_rate': 0.00010561224489795918, 'epoch': 3.49}
{'loss': 0.0294, 'grad_norm': 0.03611791133880615, 'learning_rate': 0.00010530612244897958, 'epoch': 3.5}
{'loss': 0.0293, 'grad_norm': 0.027409270405769348, 'learning_rate': 0.00010499999999999999, 'epoch': 3.5}
{'loss': 0.0295, 'grad_norm': 0.03805672749876976, 'learning_rate': 0.00010469387755102041, 'epoch': 3.51}
{'loss': 0.0273, 'grad_norm': 0.028597267344594002, 'learning_rate': 0.0001043877551020408, 'epoch': 3.51}
{'loss': 0.0298, 'grad_norm': 0.033831361681222916, 'learning_rate': 0.00010408163265306121, 'epoch': 3.52}
{'loss': 0.0277, 'grad_norm': 0.025907589122653008, 'learning_rate': 0.00010377551020408162, 'epoch': 3.53}
{'loss': 0.0288, 'grad_norm': 0.032923776656389236, 'learning_rate': 0.00010346938775510204, 'epoch': 3.53}
{'loss': 0.0303, 'grad_norm': 0.03724046051502228, 'learning_rate': 0.00010316326530612245, 'epoch': 3.54}
{'loss': 0.0298, 'grad_norm': 0.03533586114645004, 'learning_rate': 0.00010285714285714284, 'epoch': 3.54}
{'loss': 0.0288, 'grad_norm': 0.03247516229748726, 'learning_rate': 0.00010255102040816325, 'epoch': 3.55}
{'loss': 0.0281, 'grad_norm': 0.026464631780982018, 'learning_rate': 0.00010224489795918366, 'epoch': 3.55}
{'loss': 0.0305, 'grad_norm': 0.0385892279446125, 'learning_rate': 0.00010193877551020408, 'epoch': 3.56}
{'loss': 0.031, 'grad_norm': 0.042429711669683456, 'learning_rate': 0.00010163265306122449, 'epoch': 3.56}
{'loss': 0.031, 'grad_norm': 0.040950942784547806, 'learning_rate': 0.00010132653061224488, 'epoch': 3.57}
{'loss': 0.0304, 'grad_norm': 0.03474048897624016, 'learning_rate': 0.00010102040816326529, 'epoch': 3.57}
{'loss': 0.0294, 'grad_norm': 0.032994866371154785, 'learning_rate': 0.0001007142857142857, 'epoch': 3.58}
{'loss': 0.0288, 'grad_norm': 0.028660740703344345, 'learning_rate': 0.00010040816326530612, 'epoch': 3.58}
{'loss': 0.0309, 'grad_norm': 0.030691245570778847, 'learning_rate': 0.00010010204081632653, 'epoch': 3.59}
{'loss': 0.0276, 'grad_norm': 0.03190511092543602, 'learning_rate': 9.979591836734693e-05, 'epoch': 3.59}
{'loss': 0.0277, 'grad_norm': 0.024373117834329605, 'learning_rate': 9.948979591836733e-05, 'epoch': 3.6}
{'loss': 0.0299, 'grad_norm': 0.04099772870540619, 'learning_rate': 9.918367346938775e-05, 'epoch': 3.61}
{'loss': 0.0282, 'grad_norm': 0.02459867298603058, 'learning_rate': 9.887755102040816e-05, 'epoch': 3.61}
{'loss': 0.0322, 'grad_norm': 0.040678560733795166, 'learning_rate': 9.857142857142856e-05, 'epoch': 3.62}
{'loss': 0.0304, 'grad_norm': 0.03808623552322388, 'learning_rate': 9.826530612244897e-05, 'epoch': 3.62}
{'loss': 0.0279, 'grad_norm': 0.030323024839162827, 'learning_rate': 9.795918367346937e-05, 'epoch': 3.63}
{'loss': 0.0284, 'grad_norm': 0.028370853513479233, 'learning_rate': 9.765306122448979e-05, 'epoch': 3.63}
{'loss': 0.0298, 'grad_norm': 0.030445760115981102, 'learning_rate': 9.73469387755102e-05, 'epoch': 3.64}
{'loss': 0.0289, 'grad_norm': 0.02759304828941822, 'learning_rate': 9.70408163265306e-05, 'epoch': 3.64}
{'loss': 0.0296, 'grad_norm': 0.030952658504247665, 'learning_rate': 9.673469387755101e-05, 'epoch': 3.65}
{'loss': 0.0291, 'grad_norm': 0.028924863785505295, 'learning_rate': 9.642857142857143e-05, 'epoch': 3.65}
{'loss': 0.0299, 'grad_norm': 0.031151622533798218, 'learning_rate': 9.612244897959183e-05, 'epoch': 3.66}
{'loss': 0.0291, 'grad_norm': 0.02713087387382984, 'learning_rate': 9.581632653061223e-05, 'epoch': 3.66}
{'loss': 0.0294, 'grad_norm': 0.03173588588833809, 'learning_rate': 9.551020408163264e-05, 'epoch': 3.67}
{'loss': 0.0294, 'grad_norm': 0.03176829218864441, 'learning_rate': 9.520408163265305e-05, 'epoch': 3.67}
{'loss': 0.0279, 'grad_norm': 0.02863183431327343, 'learning_rate': 9.489795918367347e-05, 'epoch': 3.68}
{'loss': 0.0283, 'grad_norm': 0.034709781408309937, 'learning_rate': 9.459183673469388e-05, 'epoch': 3.69}
{'loss': 0.0282, 'grad_norm': 0.035205259919166565, 'learning_rate': 9.428571428571427e-05, 'epoch': 3.69}
{'loss': 0.03, 'grad_norm': 0.0386856310069561, 'learning_rate': 9.397959183673468e-05, 'epoch': 3.7}
{'loss': 0.0292, 'grad_norm': 0.03403477370738983, 'learning_rate': 9.36734693877551e-05, 'epoch': 3.7}
{'loss': 0.0302, 'grad_norm': 0.033777520060539246, 'learning_rate': 9.336734693877551e-05, 'epoch': 3.71}
{'loss': 0.0289, 'grad_norm': 0.025180915370583534, 'learning_rate': 9.306122448979592e-05, 'epoch': 3.71}
{'loss': 0.03, 'grad_norm': 0.04041697457432747, 'learning_rate': 9.275510204081631e-05, 'epoch': 3.72}
